"Component  ","Description  ","Primary winding connection ","Primary resistance [3] ","Primary leakage inductance [3] ","Primary winding voltage [3] ","Secondary winding connection ","Secondary resistance [3] ","Secondary leakage inductance [3] ","Secondary winding voltage [3] ","Magnetization resistance [3] ","Magnetization inductance [3] ","Primary neutral resistance [4] ","Primary neutral inductance [4] ","Primary neutral capacitance [4] ","Secondary neutral resistance [4] ","Secondary neutral inductance [4] ","Secondary neutral capacitance [4] ","Base primary winding voltage ","Base secondary winding voltage ","Base power  ","Base frequency  "
xf_1324_to_1062_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.07137530020976142 0.07137530020976142 0.07137530020976142],[0.001043476139477539 0.001043476139477539 0.001043476139477539],[6928.20323027551000 6928.20323027551000 6928.20323027551000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6928.20323027551,33333333.33333333,50
xf_1326_to_1556_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01541166356083049 0.01541166356083049 0.01541166356083049],[0.002704115051019243 0.002704115051019243 0.002704115051019243],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1326_to_1556_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01583204495971269 0.01583204495971269 0.01583204495971269],[0.002737393962898014 0.002737393962898014 0.002737393962898014],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1331_to_1512_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0 0 0],[0.01439188149725449 0.01439188149725449 0.01439188149725449],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1331_to_1512_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0 0 0],[0.01370659433974059 0.01370659433974059 0.01370659433974059],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1332_to_1513_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[73352.35170054196000 73352.35170054196000 73352.35170054196000],Yg,[0.5643799142629321 0.5643799142629321 0.5643799142629321],[0.02805574344332336 0.02805574344332336 0.02805574344332336],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1333_to_1513_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[80020.74730968214000 80020.74730968214000 80020.74730968214000],Yg,[0 0 0],[0.0451824949482708 0.0451824949482708 0.0451824949482708],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1334_to_1589_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[74304.97964470483000 74304.97964470483000 74304.97964470483000],Yg,[0.05795173703262806 0.05795173703262806 0.05795173703262806],[0.006665831474313219 0.006665831474313219 0.006665831474313219],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1334_to_1589_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[74304.97964470483000 74304.97964470483000 74304.97964470483000],Yg,[0.05617905194458085 0.05617905194458085 0.05617905194458085],[0.006640460548004972 0.006640460548004972 0.006640460548004972],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1335_to_1591_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[75257.60758886771000 75257.60758886771000 75257.60758886771000],Yg,[0.192503754177411 0.192503754177411 0.192503754177411],[0.02730784018421954 0.02730784018421954 0.02730784018421954],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1335_to_1591_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[75257.60758886771000 75257.60758886771000 75257.60758886771000],Yg,[0.2102014486896738 0.2102014486896738 0.2102014486896738],[0.02661120262801801 0.02661120262801801 0.02661120262801801],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1335_to_1591_3,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[75257.60758886771000 75257.60758886771000 75257.60758886771000],Yg,[0 0 0],[0.02779077664047189 0.02779077664047189 0.02779077664047189],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1336_to_1592_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.1034735523183931 0.1034735523183931 0.1034735523183931],[0.009673433793699292 0.009673433793699292 0.009673433793699292],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1336_to_1592_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.09626678751225519 0.09626678751225519 0.09626678751225519],[0.009321065123427695 0.009321065123427695 0.009321065123427695],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1336_to_1592_3,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.09759062619115562 0.09759062619115562 0.09759062619115562],[0.009258706574097417 0.009258706574097417 0.009258706574097417],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1337_to_1557_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01866407852132576 0.01866407852132576 0.01866407852132576],[0.002833227138542968 0.002833227138542968 0.002833227138542968],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1337_to_1557_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01702942310677001 0.01702942310677001 0.01702942310677001],[0.002700727343373371 0.002700727343373371 0.002700727343373371],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1347_to_1594_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[72399.72375637907000 72399.72375637907000 72399.72375637907000],Yg,[0.3286659601584217 0.3286659601584217 0.3286659601584217],[0.02613055548014284 0.02613055548014284 0.02613055548014284],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1347_to_1594_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[72399.72375637907000 72399.72375637907000 72399.72375637907000],Yg,[0.3419495326506069 0.3419495326506069 0.3419495326506069],[0.02802651328068154 0.02802651328068154 0.02802651328068154],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1347_to_1594_3,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[72399.72375637907000 72399.72375637907000 72399.72375637907000],Yg,[0.3289755654339446 0.3289755654339446 0.3289755654339446],[0.02755374010741227 0.02755374010741227 0.02755374010741227],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1351_to_1559_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[77162.86347719347000 77162.86347719347000 77162.86347719347000],Yg,[0.3020697392668563 0.3020697392668563 0.3020697392668563],[0.03226750145055525 0.03226750145055525 0.03226750145055525],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1362_to_1596_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[77133.99596373399000 77133.99596373399000 77133.99596373399000],Yg,[0.1633461742334527 0.1633461742334527 0.1633461742334527],[0.02030292343418689 0.02030292343418689 0.02030292343418689],[38105.1177665153000 38105.1177665153000 38105.1177665153000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,38105.1177665153,33333333.33333333,50
xf_1370_to_1369_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.03458659974615608 0.03458659974615608 0.03458659974615608],[0.006102830330517759 0.006102830330517759 0.006102830330517759],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1370_to_1369_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.03609899398326933 0.03609899398326933 0.03609899398326933],[0.0059621955326219 0.0059621955326219 0.0059621955326219],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1370_to_1369_3,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.03596197468843762 0.03596197468843762 0.03596197468843762],[0.006119374152683753 0.006119374152683753 0.006119374152683753],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1374_to_1518_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01449547409783698 0.01449547409783698 0.01449547409783698],[0.002708060318664371 0.002708060318664371 0.002708060318664371],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1374_to_1518_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01753292623450986 0.01753292623450986 0.01753292623450986],[0.00275809060601337 0.00275809060601337 0.00275809060601337],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1374_to_1518_3,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.01539148549267851 0.01539148549267851 0.01539148549267851],[0.002776537408689048 0.002776537408689048 0.002776537408689048],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1375_to_1519_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[73161.82611170937000 73161.82611170937000 73161.82611170937000],Yg,[0.03078122678260549 0.03078122678260549 0.03078122678260549],[0.002058969507522779 0.002058969507522779 0.002058969507522779],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1375_to_1519_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[73161.82611170937000 73161.82611170937000 73161.82611170937000],Yg,[0.03151127673623851 0.03151127673623851 0.03151127673623851],[0.00198596643804369 0.00198596643804369 0.00198596643804369],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1384_to_1383_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[79068.11936551927000 79068.11936551927000 79068.11936551927000],Yg,[0.03824363931073761 0.03824363931073761 0.03824363931073761],[0.003291711920834696 0.003291711920834696 0.003291711920834696],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1386_to_1607_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[82878.63114217078000 82878.63114217078000 82878.63114217078000],Yg,[0.02251214236581186 0.02251214236581186 0.02251214236581186],[0.002370395342457848 0.002370395342457848 0.002370395342457848],[19052.55888325765000 19052.55888325765000 19052.55888325765000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,19052.55888325765,33333333.33333333,50
xf_1392_to_1611_1,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[76210.2355330306000 76210.2355330306000 76210.2355330306000],Yg,[0.02855976711562181 0.02855976711562181 0.02855976711562181],[0.002380528367557117 0.002380528367557117 0.002380528367557117],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
xf_1392_to_1612_2,0.0,Yg,[1.7424e-007 1.7424e-007 1.7424e-007],[5.54623145686637e-010 5.54623145686637e-010 5.54623145686637e-010],[77162.86347719347000 77162.86347719347000 77162.86347719347000],Yg,[0.02891328647269654 0.02891328647269654 0.02891328647269654],[0.002369433206119635 0.002369433206119635 0.002369433206119635],[6350.852961085884000 6350.852961085884000 6350.852961085884000],[174240000 174240000 174240000],[554623.1456866369 554623.1456866369 554623.1456866369],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],[0 0 0 0],76210.2355330306,6350.852961085884,33333333.33333333,50
